iter	Passed	Remaining
1663	680036	137315
1664	680468	136911
1665	680882	136503
1666	681271	136090
1667	681691	135684
1668	682008	135257
1669	682367	134839
1670	682735	134422
1671	683145	134014
1672	683486	133592
1673	683831	133171
1674	684191	132753
1675	684526	132330
1676	684901	131916
1677	685270	131500
1678	685600	131076
1679	685925	130652
1680	686296	130237
1681	686651	129818
1682	686990	129397
1683	687317	128973
1684	687657	128553
1685	688026	128137
1686	688344	127712
1687	688666	127289
1688	689053	126877
1689	689412	126460
1690	689773	126043
1691	690147	125629
1692	690597	125229
1693	690945	124810
1694	691265	124387
1695	691620	123969
1696	691950	123547
1697	692331	123135
1698	692695	122720
1699	692955	122286
1700	693299	121867
1701	693629	121446
1702	693989	121030
1703	694345	120614
1704	694694	120196
1705	695058	119781
1706	695393	119361
1707	695728	118941
1708	696069	118523
1709	696445	118110
1710	696805	117695
1711	697193	117284
1712	697526	116865
1713	697886	116450
1714	698219	116030
1715	698572	115614
1716	698948	115202
1717	699291	114784
1718	699601	114361
1719	699913	113939
1720	700236	113518
1721	700645	113112
1722	701029	112701
1723	701369	112284
1724	701754	111873
1725	702174	111469
1726	702784	111094
1727	703403	110720
1728	703796	110311
1729	704170	109899
1730	704427	109469
1731	704778	109053
1732	705121	108636
1733	705446	108217
1734	705784	107799
1735	706107	107380
1736	706467	106966
1737	706791	106547
1738	707152	106133
1739	707504	105719
1740	707844	105302
1741	708165	104883
1742	708502	104466
1743	708865	104053
1744	709238	103642
1745	709606	103230
1746	709875	102803
1747	710272	102396
1748	710654	101986
1749	711426	101632
1750	711820	101224
1751	712185	100811
1752	712548	100398
1753	712899	99984
1754	713245	99569
1755	713634	99161
1756	713971	98745
1757	714370	98337
1758	714826	97938
1759	715252	97534
1760	715631	97124
1761	715944	96705
1762	716273	96288
1763	716594	95870
1764	716883	95449
1765	717233	95035
1766	717587	94622
1767	717932	94208
1768	718262	93792
1769	718653	93384
1770	718987	92969
1771	719361	92558
1772	719715	92146
1773	720089	91736
1774	720473	91327
1775	720829	90915
1776	721217	90507
1777	721511	90087
1778	721832	89671
1779	722228	89264
1780	722590	88853
1781	723015	88449
1782	723411	88042
1783	723815	87636
1784	724143	87221
1785	724565	86818
1786	724969	86412
1787	725360	86004
1788	725882	85612
1789	726284	85206
1790	726677	84799
1791	727054	84390
1792	727349	83971
1793	727754	83565
1794	728176	83162
1795	728561	82754
1796	728911	82342
1797	729259	81930
1798	729634	81521
1799	730007	81111
1800	730408	80705
1801	730945	80314
1802	731417	79916
1803	731773	79505
1804	732155	79097
1805	732499	78684
1806	732871	78275
1807	733249	77867
1808	733566	77452
1809	733914	77040
1810	734182	76620
1811	734545	76211
1812	734916	75802
1813	735300	75394
1814	735699	74988
1815	736048	74577
1816	736400	74166
1817	736778	73758
1818	737119	73347
1819	737469	72936
1820	737853	72529
1821	738212	72119
1822	738590	71711
1823	738921	71299
1824	739303	70892
1825	739706	70486
1826	740064	70077
1827	740438	69669
1828	740794	69259
1829	741163	68851
1830	741592	68448
1831	741991	68042
1832	742361	67634
1833	742742	67227
1834	743012	66810
1835	743389	66403
1836	743765	65995
1837	744115	65585
1838	744461	65175
1839	744800	64765
1840	745211	64361
1841	745634	63957
1842	745968	63546
1843	746379	63142
1844	746771	62736
1845	747127	62328
1846	747502	61920
1847	747847	61511
1848	748156	61098
1849	748505	60689
1850	748889	60283
1851	749235	59874
1852	749577	59464
1853	749979	59059
1854	750282	58647
1855	750623	58238
1856	750976	57829
1857	751355	57423
1858	751813	57022
1859	752187	56616
1860	752529	56207
1861	752872	55798
1862	753214	55389
1863	753588	54982
1864	753953	54575
1865	754328	54169
1866	754649	53759
1867	755014	53352
1868	755355	52943
1869	755686	52534
1870	755999	52123
1871	756362	51717
1872	756741	51311
1873	757125	50906
1874	757572	50504
1875	757980	50101
1876	758357	49695
1877	758724	49288
1878	759067	48880
1879	759406	48472
1880	759751	48065
1881	760123	47659
1882	760498	47253
1883	760850	46846
1884	761212	46440
1885	761464	46027
1886	761899	45625
1887	762227	45216
1888	762537	44807
1889	762881	44400
1890	763235	43993
1891	763582	43587
1892	763946	43181
1893	764310	42775
1894	764697	42371
1895	765050	41964
1896	765436	41560
1897	765820	41155
1898	766178	40749
1899	766801	40357
1900	767251	39956
1901	767623	39551
1902	767933	39143
1903	768290	38737
1904	768666	38332
1905	769064	37928
1906	769446	37524
1907	769792	37117
1908	770268	36717
1909	770851	36322
1910	771753	35942
1911	772458	35552
1912	773082	35158
1913	773688	34763
1914	774436	34374
1915	775060	33979
1916	776009	33598
1917	776520	33198
1918	776930	32793
1919	777266	32386
1920	777585	31977
1921	777957	31571
1922	778342	31166
1923	778751	30761
1924	779092	30354
1925	779432	29947
1926	779794	29540
1927	780158	29134
1928	780446	28725
1929	780812	28319
1930	781171	27913
1931	781532	27507
1932	781910	27101
1933	782358	26698
1934	782692	26291
1935	783026	25885
1936	783377	25478
1937	783720	25072
1938	784078	24666
1939	784453	24261
1940	784798	23855
1941	785130	23448
1942	785449	23041
1943	785785	22635
1944	786071	22228
1945	786428	21822
1946	786762	21416
1947	787105	21011
1948	787482	20606
1949	787807	20200
1950	788161	19794
1951	788566	19390
1952	789007	18987
1953	789427	18584
1954	789781	18179
1955	790145	17774
1956	790496	17369
1957	790860	16964
1958	791257	16560
1959	791683	16156
1960	792008	15751
1961	792477	15348
1962	792851	14944
1963	793316	14541
1964	793686	14136
1965	794148	13734
1966	794460	13328
1967	794815	12923
1968	795208	12519
1969	795589	12115
1970	795947	11711
1971	796297	11306
1972	796664	10902
1973	796999	10497
1974	797344	10092
1975	797747	9689
1976	798078	9284
1977	798464	8880
1978	798824	8476
1979	799184	8072
1980	799520	7668
1981	799852	7264
1982	800255	6860
1983	800659	6456
1984	800981	6052
1985	801360	5649
1986	801745	5245
1987	802151	4841
1988	802502	4438
1989	802927	4034
1990	803301	3631
1991	803669	3227
1992	803993	2823
1993	804353	2420
1994	804738	2016
1995	805107	1613
1996	805458	1210
1997	805798	806
1998	806167	403
1999	806536	0
