iter	Logloss
1514	0.2696683859
1515	0.2696291448
1516	0.2696080432
1517	0.2695700877
1518	0.2695316433
1519	0.2694995248
1520	0.2694798754
1521	0.2694200716
1522	0.2693390114
1523	0.2693265629
1524	0.2692987906
1525	0.2692368417
1526	0.2692307033
1527	0.2691721759
1528	0.2691497232
1529	0.2690903196
1530	0.2690643707
1531	0.2690350549
1532	0.2690282956
1533	0.2690114523
1534	0.2689933372
1535	0.2689726307
1536	0.2689266747
1537	0.2688848137
1538	0.2688499645
1539	0.2688196643
1540	0.2687872842
1541	0.2687277943
1542	0.2686971665
1543	0.2686553363
1544	0.2686418169
1545	0.2686028873
1546	0.2685948169
1547	0.2685576765
1548	0.2684945511
1549	0.2684586888
1550	0.2684510869
1551	0.2684172678
1552	0.2683862414
1553	0.2683528983
1554	0.2682943871
1555	0.2682574273
1556	0.2682350146
1557	0.268171831
1558	0.2681328816
1559	0.2681088172
1560	0.268096655
1561	0.2680662114
1562	0.2680615527
1563	0.2680505209
1564	0.2679912823
1565	0.2679678251
1566	0.2679153517
1567	0.2678649961
1568	0.2678288957
1569	0.2677876079
1570	0.2677207926
1571	0.2677160326
1572	0.2676730855
1573	0.2676495735
1574	0.2676136328
1575	0.2676003535
1576	0.2675709512
1577	0.2675561878
1578	0.2674593295
1579	0.2674215725
1580	0.2674102719
1581	0.267330997
1582	0.2672605153
1583	0.2672475694
1584	0.2672243404
1585	0.2672040864
1586	0.2671928645
1587	0.2671013599
1588	0.2670799139
1589	0.2670174778
1590	0.2669271724
1591	0.2668893896
1592	0.2668754054
1593	0.2668343299
1594	0.2668020345
1595	0.2667367678
1596	0.2666960936
1597	0.266695563
1598	0.2666276932
1599	0.2666105759
1600	0.2665624687
1601	0.2665246923
1602	0.2664693218
1603	0.2664235903
1604	0.2664037346
1605	0.2663425835
1606	0.2663238697
1607	0.2662795962
1608	0.2662302806
1609	0.2661840265
1610	0.2661256595
1611	0.2661056488
1612	0.266078409
1613	0.2660554172
1614	0.2660100558
1615	0.2659601153
1616	0.2659305267
1617	0.265909745
1618	0.2658867546
1619	0.2658256833
1620	0.2658016249
1621	0.2657717431
1622	0.2657265248
1623	0.265668315
1624	0.2656206845
1625	0.2655756994
1626	0.2655451284
1627	0.2655143647
1628	0.2654773599
1629	0.26545084
1630	0.2654250534
1631	0.2653836336
1632	0.2653086408
1633	0.2652612993
1634	0.2652405039
1635	0.2652207465
1636	0.265188106
1637	0.2651545592
1638	0.265080148
1639	0.2650269788
1640	0.2649991002
1641	0.2649774533
1642	0.2649384632
1643	0.2648755514
1644	0.2648322221
1645	0.2648127934
1646	0.2647906033
1647	0.2647597508
1648	0.2647480773
1649	0.2646856304
1650	0.2646602295
1651	0.2645932911
1652	0.2645533257
1653	0.2644911438
1654	0.2644710797
1655	0.2644441858
1656	0.2644273896
1657	0.2643950803
1658	0.2643288197
1659	0.2643116261
1660	0.2642822568
1661	0.264271292
1662	0.2642190899
1663	0.2641964511
1664	0.264145975
1665	0.2641080588
1666	0.2640781005
1667	0.2640487376
1668	0.2640067014
1669	0.2639668489
1670	0.2639414673
1671	0.2638953741
1672	0.2638322646
1673	0.2637950442
1674	0.2637775616
1675	0.2637228944
1676	0.2636929553
1677	0.2636209428
1678	0.2635925386
1679	0.263542249
1680	0.2635245293
1681	0.2634403728
1682	0.2633622566
1683	0.2633439931
1684	0.2633118501
1685	0.2632350924
1686	0.2631811614
1687	0.2631560188
1688	0.2631109979
1689	0.2630813885
1690	0.2630143329
1691	0.2629809289
1692	0.2629380074
1693	0.2629242729
1694	0.26291005
1695	0.2628868923
1696	0.2628661461
1697	0.2628194878
1698	0.262754063
1699	0.262696446
1700	0.2626590642
1701	0.2626338722
1702	0.2625891049
1703	0.2625136589
1704	0.2624513095
1705	0.2624077475
1706	0.2623849639
1707	0.2623791865
1708	0.262365393
1709	0.2623571632
1710	0.262313845
1711	0.2622847902
1712	0.2622539902
1713	0.2622047982
1714	0.2621810643
1715	0.2621255686
1716	0.2620812419
1717	0.262018953
1718	0.2619984333
1719	0.261969467
1720	0.2619352676
1721	0.2618967613
1722	0.2618821935
1723	0.2618371337
1724	0.2617992858
1725	0.2617705213
1726	0.261759864
1727	0.2617049565
1728	0.2616432113
1729	0.2615837518
1730	0.2615544771
1731	0.2615144544
1732	0.2614918064
1733	0.2614673569
1734	0.2614451078
1735	0.2614210103
1736	0.2613562827
1737	0.2613432689
1738	0.2613060167
1739	0.2612884185
1740	0.2612640242
1741	0.2612271804
1742	0.2611999699
1743	0.2611836557
1744	0.2611496471
1745	0.2611340794
1746	0.2611188861
1747	0.2610747161
1748	0.261023406
1749	0.2609761451
1750	0.2609237818
1751	0.2608974434
1752	0.2608309896
1753	0.2607959122
1754	0.2607693522
1755	0.2607225246
1756	0.260702043
1757	0.2606242086
1758	0.2605972377
1759	0.2605845453
1760	0.2605171395
1761	0.2604758972
1762	0.2604190783
1763	0.2603814023
1764	0.2603661286
1765	0.2603508271
1766	0.2603256642
1767	0.2602999923
1768	0.2602837021
1769	0.2602389387
1770	0.2602291195
1771	0.2601988502
1772	0.2601835275
1773	0.2601726451
1774	0.2601330549
1775	0.2601061631
1776	0.2600941677
1777	0.260066168
1778	0.2600207365
1779	0.2599978708
1780	0.2599110814
1781	0.2598608207
1782	0.2598342638
1783	0.2598149228
1784	0.2597728823
1785	0.2597532929
1786	0.259725725
1787	0.2597073224
1788	0.2596333321
1789	0.2595756092
1790	0.2595602018
1791	0.2595237811
1792	0.2594824071
1793	0.2594392849
1794	0.259401746
1795	0.2593761332
1796	0.259337022
1797	0.2593175682
1798	0.2592889987
1799	0.2592634523
1800	0.2592437039
1801	0.2592108874
1802	0.2591886423
1803	0.259140924
1804	0.2591258151
1805	0.2591035809
1806	0.2590681941
1807	0.2590168154
1808	0.2589864994
1809	0.258958618
1810	0.2589280377
1811	0.2588679776
1812	0.2588518385
1813	0.2588164978
1814	0.2587842636
1815	0.2587522794
1816	0.2587201163
1817	0.2586864407
1818	0.2586705903
1819	0.2586313965
1820	0.2585709957
1821	0.2585370344
1822	0.2585104006
1823	0.2584841289
1824	0.2584552208
1825	0.2584292804
1826	0.2583897786
1827	0.2583790846
1828	0.2583522896
1829	0.2583247425
1830	0.2583074429
1831	0.2582595871
1832	0.2582304874
1833	0.2581782437
1834	0.2581653192
1835	0.2581436674
1836	0.2581164626
1837	0.2580674191
1838	0.258059568
1839	0.258019202
1840	0.257978007
1841	0.257937692
1842	0.2578905277
1843	0.2578234749
1844	0.2577617693
1845	0.2577261108
1846	0.257665321
1847	0.2576421743
1848	0.2576082708
1849	0.2575701293
1850	0.2575290028
1851	0.2574755981
1852	0.2574144376
1853	0.25739148
1854	0.2573699929
1855	0.2573357317
1856	0.2572990424
1857	0.2572091807
1858	0.2571421222
1859	0.2571103001
1860	0.2570909826
1861	0.257078467
1862	0.257033011
1863	0.2570171144
1864	0.2570075697
1865	0.2569564382
1866	0.2569292022
1867	0.256909797
1868	0.2568993123
1869	0.2568177868
1870	0.2567695003
1871	0.2567504411
1872	0.2567371298
1873	0.256712172
1874	0.2566726829
1875	0.2566419235
1876	0.2566301613
1877	0.2565964104
1878	0.25657244
1879	0.2565375711
1880	0.2565045869
1881	0.256477147
1882	0.2564343462
1883	0.256386694
1884	0.2563620406
1885	0.2563481993
1886	0.2562904156
1887	0.2562645163
1888	0.2562443915
1889	0.2561937611
1890	0.2561440831
1891	0.2561304583
1892	0.2560874858
1893	0.2560711219
1894	0.2560188961
1895	0.2559884586
1896	0.2559623948
1897	0.2559390741
1898	0.2558763992
1899	0.2558595759
1900	0.2558466136
1901	0.2557833067
1902	0.2557197084
1903	0.2557092423
1904	0.2556674438
1905	0.2556311803
1906	0.2555998757
1907	0.2555746478
1908	0.2555580138
1909	0.2555445257
1910	0.2555287652
1911	0.2555164338
1912	0.2554607419
1913	0.2554482041
1914	0.2554050714
1915	0.2553936687
1916	0.255384263
1917	0.2553479926
1918	0.2553155192
1919	0.2552776068
1920	0.2552419947
1921	0.2552112439
1922	0.2551899295
1923	0.2551387403
1924	0.2551010751
1925	0.2550790231
1926	0.2550648801
1927	0.2550191692
1928	0.2549982534
1929	0.254975762
1930	0.2549275456
1931	0.2548911586
1932	0.2548569336
1933	0.2548374621
1934	0.2548096832
1935	0.2547732681
1936	0.2547329604
1937	0.2546665892
1938	0.2546384127
1939	0.2546070262
1940	0.2545665289
1941	0.2545345416
1942	0.2544987925
1943	0.2544390674
1944	0.254397654
1945	0.2543276577
1946	0.2542570909
1947	0.2542431
1948	0.2542033766
1949	0.254192312
1950	0.2541353227
1951	0.2541028212
1952	0.2540787789
1953	0.2540463665
1954	0.2540217304
1955	0.254000833
1956	0.2539725975
1957	0.2539438229
1958	0.2539232338
1959	0.2538858692
1960	0.2538696432
1961	0.2538262561
1962	0.2537930963
1963	0.2537389688
1964	0.2536682348
1965	0.2536580291
1966	0.2536206287
1967	0.2535831668
1968	0.2535504848
1969	0.2535223878
1970	0.2534844048
1971	0.25344416
1972	0.2534083035
1973	0.2533903874
1974	0.2533785394
1975	0.2533525638
1976	0.2533157801
1977	0.2532767382
1978	0.2532595821
1979	0.2532355508
1980	0.2532158784
1981	0.2531669978
1982	0.2531449218
1983	0.2531337918
1984	0.2531252337
1985	0.253095554
1986	0.253087189
1987	0.2530725355
1988	0.2529974576
1989	0.2529713094
1990	0.2529462695
1991	0.2529178169
1992	0.2528860751
1993	0.2528659306
1994	0.252840791
1995	0.2528053256
1996	0.2527748507
1997	0.2527480284
1998	0.2527404535
1999	0.2527083779
