iter	Logloss
698	0.305147179
699	0.3051155597
700	0.3050888775
701	0.3050222166
702	0.3050004193
703	0.3049439178
704	0.3048677978
705	0.3048244802
706	0.3047706931
707	0.3047205609
708	0.3046657951
709	0.3046290451
710	0.3045512812
711	0.3044960652
712	0.3044615867
713	0.3043338323
714	0.3042941304
715	0.3042315179
716	0.3041860189
717	0.3041430747
718	0.3040620274
719	0.304011944
720	0.3039621211
721	0.3039147007
722	0.303885896
723	0.3038518976
724	0.303783247
725	0.303732762
726	0.3036783542
727	0.3036050872
728	0.303537768
729	0.3034713804
730	0.3034113532
731	0.3033370571
732	0.3033178621
733	0.303272675
734	0.3032466888
735	0.3032398171
736	0.3031782854
737	0.3031203637
738	0.3030681354
739	0.3030169771
740	0.3029254933
741	0.3028728948
742	0.3028401192
743	0.3027432698
744	0.3027256978
745	0.3026905682
746	0.3026487141
747	0.3025743113
748	0.302555652
749	0.3025198663
750	0.3024621457
751	0.3024370196
752	0.3023887393
753	0.3022733061
754	0.3022265425
755	0.3021790626
756	0.3020982584
757	0.3020430619
758	0.3019567966
759	0.3019136962
760	0.3018934514
761	0.3018457363
762	0.301781333
763	0.30174239
764	0.3016825644
765	0.3016381616
766	0.3016292723
767	0.301566177
768	0.3014916182
769	0.3014630655
770	0.3014196701
771	0.3013553862
772	0.3012957635
773	0.3012514706
774	0.3012176657
775	0.3011429653
776	0.3011326779
777	0.3010829278
778	0.3009989959
779	0.300960548
780	0.3009242967
781	0.3008930689
782	0.3008549184
783	0.3008054796
784	0.3007370114
785	0.300680277
786	0.3006088318
787	0.3005487397
788	0.300495272
789	0.3004083343
790	0.3003200916
791	0.3002480404
792	0.3002029023
793	0.3001259146
794	0.3001114693
795	0.3000696226
796	0.3000409812
797	0.2999861263
798	0.2999241373
799	0.2998980231
800	0.2998512203
801	0.2997964597
802	0.299702435
803	0.2996822249
804	0.2996333564
805	0.2996068993
806	0.2995464873
807	0.2995086002
808	0.2994396997
809	0.2993835656
810	0.2993118985
811	0.2992714714
812	0.2992162652
813	0.2991760964
814	0.2991361275
815	0.2990696302
816	0.2990384899
817	0.2990054431
818	0.2989388168
819	0.2989095386
820	0.2988931665
821	0.2988627931
822	0.2988166544
823	0.2987504007
824	0.298698206
825	0.2986520427
826	0.2985963151
827	0.298561127
828	0.2985048662
829	0.298470491
830	0.298407118
831	0.2983218588
832	0.2982564769
833	0.298198151
834	0.2981681246
835	0.2981381935
836	0.2981076285
837	0.2980762769
838	0.2980370034
839	0.2979613967
840	0.2979513193
841	0.2978285539
842	0.2977808497
843	0.2976876079
844	0.297601962
845	0.2975919807
846	0.2975024615
847	0.2974179754
848	0.2973531301
849	0.2973332516
850	0.2973128117
851	0.2972688177
852	0.2972458304
853	0.2972192755
854	0.2971788388
855	0.2971519369
856	0.2970840682
857	0.2970491036
858	0.2969916477
859	0.2969576509
860	0.2968965202
861	0.2968733155
862	0.2968536112
863	0.2967915408
864	0.296746088
865	0.2967084103
866	0.2966940114
867	0.2966565794
868	0.2966001281
869	0.2965548106
870	0.2965306069
871	0.2964615873
872	0.2964084553
873	0.2963554515
874	0.2962990427
875	0.2962517529
876	0.2961712702
877	0.296116059
878	0.296060709
879	0.2960128233
880	0.2959286051
881	0.295895534
882	0.2958727021
883	0.2958133116
884	0.2957731688
885	0.295756554
886	0.2956603734
887	0.2955547765
888	0.2954870233
889	0.295433828
890	0.295328414
891	0.295285409
892	0.2952351603
893	0.2952155547
894	0.2951636681
895	0.2951162702
896	0.2950868393
897	0.295027062
898	0.2949690743
899	0.2949313417
900	0.2948928036
901	0.2948601109
902	0.2948260452
903	0.2947971104
904	0.2947642893
905	0.2947152677
906	0.2946843665
907	0.2945995112
908	0.2945688934
909	0.2945341384
910	0.2944991511
911	0.2944340498
912	0.294398875
913	0.2943793375
914	0.2943500166
915	0.2943292139
916	0.2942897495
917	0.2942628997
918	0.2942428489
919	0.2942165571
920	0.2941671508
921	0.2941145202
922	0.2940855545
923	0.2940140799
924	0.2939781578
925	0.2939537806
926	0.2939268131
927	0.2938869227
928	0.2938559944
929	0.2938017332
930	0.2937667021
931	0.2937007573
932	0.2936492397
933	0.2935804442
934	0.2935255334
935	0.2934566232
936	0.2933626921
937	0.2933247996
938	0.2932626847
939	0.293221024
940	0.293201626
941	0.2931668433
942	0.293098722
943	0.2930638921
944	0.2930283767
945	0.2930011977
946	0.2929664427
947	0.292906219
948	0.2928743062
949	0.2927717715
950	0.2927023282
951	0.2926989229
952	0.2926558384
953	0.2926277078
954	0.2925867586
955	0.2925199543
956	0.2924486553
957	0.2924109581
958	0.2923938761
959	0.2923386622
960	0.2922669065
961	0.2922039815
962	0.2921361587
963	0.2921041282
964	0.2920454349
965	0.292003833
966	0.2919509123
967	0.2919004196
968	0.2918214084
969	0.291771943
970	0.2917232791
971	0.2916421762
972	0.2916295009
973	0.2915688543
974	0.291548109
975	0.2915290425
976	0.2914671273
977	0.291421378
978	0.2913659969
979	0.291298644
980	0.2912785945
981	0.2912479715
982	0.2912030511
983	0.2911666567
984	0.2911329064
985	0.2910963632
986	0.2910479488
987	0.2910024281
988	0.2909820007
989	0.2909323692
990	0.2908492546
991	0.2907829231
992	0.2907546312
993	0.2906714296
994	0.2906293189
995	0.290605663
996	0.2905618557
997	0.290504874
998	0.2904771911
999	0.2904122587
1000	0.2903659761
1001	0.2903277563
1002	0.2902939335
1003	0.2902830469
1004	0.2902657203
1005	0.290239752
1006	0.2902127341
1007	0.2901709807
1008	0.2900839181
1009	0.2900378434
1010	0.2900135655
1011	0.2899699046
1012	0.2899117861
1013	0.2898779817
1014	0.2898265675
1015	0.2897793899
1016	0.289705207
1017	0.289669623
1018	0.289646475
1019	0.2896257764
1020	0.2895929076
1021	0.2895596223
1022	0.2895316884
1023	0.2894593153
1024	0.2894109612
1025	0.2893755355
1026	0.2893327841
1027	0.289295183
1028	0.2892540601
1029	0.2891721273
1030	0.2891389437
1031	0.2891019422
1032	0.2890623755
1033	0.2890299065
1034	0.2890072899
1035	0.2889514855
1036	0.288887448
1037	0.2888199073
1038	0.2887696275
1039	0.2887473702
1040	0.2887180762
1041	0.2886858597
1042	0.2886640064
1043	0.2886214581
1044	0.2885484187
1045	0.2884640287
1046	0.2884144754
1047	0.2883652639
1048	0.2882777937
1049	0.2882498339
1050	0.2882140586
1051	0.288139072
1052	0.2881327759
1053	0.2881057454
1054	0.2880746383
1055	0.2880572978
1056	0.2880113188
1057	0.2879746604
1058	0.2879431586
1059	0.2879055687
1060	0.2878710167
1061	0.2878019355
1062	0.2877505962
1063	0.2877130321
1064	0.287647787
1065	0.2875982045
1066	0.2875567999
1067	0.2875351266
1068	0.2875101406
1069	0.2874853003
1070	0.2874618395
1071	0.2874275403
1072	0.2873828366
1073	0.2873596358
1074	0.2873217881
1075	0.2872932852
1076	0.2872322318
1077	0.2871543406
1078	0.2871080019
1079	0.2870789535
1080	0.2870447247
1081	0.2870016841
1082	0.286955963
1083	0.2868989989
1084	0.2868529662
1085	0.2868262643
1086	0.2868075889
1087	0.2867289968
1088	0.2867101574
1089	0.2866893223
1090	0.2866460436
1091	0.2865888913
1092	0.2865728564
1093	0.2865226941
1094	0.2864699848
1095	0.2864481122
1096	0.2864056628
1097	0.2863453576
1098	0.2863069734
1099	0.286267145
1100	0.2862514956
1101	0.2861975365
1102	0.2861462032
1103	0.2860718304
1104	0.2860299807
1105	0.2859999419
1106	0.2859740342
1107	0.2859560109
1108	0.2859240288
1109	0.2858650798
1110	0.2858498244
1111	0.2858266763
1112	0.2857949731
1113	0.2857576324
1114	0.2857158002
1115	0.2856475202
1116	0.2856134684
1117	0.2855657103
1118	0.2855295425
1119	0.2854687198
1120	0.2854415386
1121	0.2854020087
1122	0.2853699345
1123	0.2853328612
1124	0.2852857022
1125	0.2852291996
1126	0.2851473244
1127	0.2850912235
1128	0.2850727518
1129	0.2850192369
1130	0.2849831392
1131	0.2849608238
1132	0.2849165173
1133	0.2848359964
1134	0.2847769357
1135	0.2847462832
1136	0.2847019189
1137	0.2846547171
1138	0.2846079585
1139	0.2845757417
1140	0.2845460627
1141	0.2844876931
1142	0.2844494726
1143	0.2844151863
1144	0.2843721032
1145	0.284318938
1146	0.2842936158
1147	0.2842097186
1148	0.2841675924
1149	0.2840722753
1150	0.2840279252
1151	0.283966227
1152	0.2839180241
1153	0.2838540494
1154	0.2837715346
1155	0.2837325619
1156	0.283659373
1157	0.2836459833
1158	0.2836111664
1159	0.2835727436
1160	0.2835055518
1161	0.2834696354
1162	0.2834296815
1163	0.2833912135
1164	0.283329906
1165	0.2832829531
1166	0.2832517378
1167	0.2832299768
1168	0.2831840301
1169	0.2831469572
1170	0.2830862874
1171	0.2830471511
1172	0.2830091056
1173	0.2829588562
1174	0.2829161319
1175	0.2828784349
1176	0.2828682466
1177	0.282826686
1178	0.282799118
1179	0.2827741773
1180	0.2827089397
1181	0.2826452582
1182	0.2825710251
1183	0.2825052471
1184	0.2824834678
1185	0.2824416262
1186	0.282415249
1187	0.2823674935
1188	0.282344294
1189	0.2822880711
1190	0.2821975984
1191	0.2821608797
1192	0.2821366455
1193	0.2821117477
1194	0.2820568486
1195	0.2820054531
1196	0.2819755205
1197	0.281949108
1198	0.2819356087
1199	0.2818683631
1200	0.2818496607
1201	0.2818086045
1202	0.281732636
1203	0.2817089822
1204	0.2816812991
1205	0.2816476293
1206	0.2816117224
1207	0.2815622341
1208	0.2815314453
1209	0.2815070726
1210	0.2814705972
1211	0.2814411162
1212	0.2814096711
1213	0.2813810475
1214	0.2813468699
1215	0.2812972154
1216	0.281270465
1217	0.2812180268
1218	0.2811826753
1219	0.2811387317
1220	0.281124373
1221	0.2811045915
1222	0.2810844193
1223	0.2810478912
1224	0.2810169294
1225	0.281003144
1226	0.2809809408
1227	0.280925957
1228	0.2809084542
1229	0.2808397314
1230	0.2808011131
1231	0.2807710801
1232	0.2807333196
1233	0.2806960667
1234	0.2806395268
1235	0.2805653666
1236	0.2805471927
1237	0.2804845101
1238	0.2804265874
1239	0.280407419
1240	0.2803760542
1241	0.2803465165
1242	0.2803192391
1243	0.2802939459
1244	0.2802438014
1245	0.2802105333
1246	0.2801679332
1247	0.2801058146
1248	0.2800864482
1249	0.2800612102
1250	0.2800191487
1251	0.2799976089
1252	0.2799458188
1253	0.2798692732
1254	0.2797986146
1255	0.2797485402
1256	0.2797129776
1257	0.2796885985
1258	0.2796407171
1259	0.2795734615
1260	0.2795257822
1261	0.2795154938
1262	0.2794749221
1263	0.2794538333
1264	0.2794411025
1265	0.2794070968
1266	0.2793706772
1267	0.279347012
1268	0.2792963087
1269	0.2792462587
1270	0.2792055559
1271	0.2791771778
1272	0.2791493174
1273	0.2791403038
1274	0.2791193654
1275	0.2790609113
1276	0.2790169371
1277	0.2790098627
1278	0.2789915036
1279	0.2789546991
1280	0.2789181964
1281	0.2788831942
1282	0.2788105864
1283	0.2787727544
1284	0.2787355136
1285	0.2787178837
1286	0.2787080947
1287	0.278675264
1288	0.2786069421
1289	0.2785461742
1290	0.2785046866
1291	0.2784570426
1292	0.2784361579
1293	0.278419203
1294	0.2784064532
1295	0.2783460042
1296	0.2782988247
1297	0.2782746715
1298	0.2782528069
1299	0.2781987141
1300	0.2781560905
1301	0.278128936
1302	0.2781039269
1303	0.2780863031
1304	0.2780400054
1305	0.2780299711
1306	0.2780018754
1307	0.2779549671
1308	0.2778957188
1309	0.2778360284
1310	0.2777966808
1311	0.2777873154
1312	0.2777213456
1313	0.2776759521
1314	0.2776313032
1315	0.277566623
1316	0.2775287251
1317	0.2774923909
1318	0.2774529416
1319	0.277393444
1320	0.2773161453
1321	0.2772919644
1322	0.2772296476
1323	0.2772058361
1324	0.277157875
1325	0.2771461892
1326	0.2771180497
1327	0.2770908315
1328	0.2770618935
1329	0.2770352602
1330	0.2769813392
1331	0.2769338255
1332	0.2768734657
1333	0.2768048463
1334	0.2767745497
1335	0.2767536845
1336	0.2767056888
1337	0.2766799816
1338	0.2766581126
1339	0.2766041273
1340	0.2765316336
1341	0.2765192681
1342	0.2764798562
1343	0.2764288057
1344	0.2764005036
1345	0.2763606179
1346	0.276333589
1347	0.2762725908
1348	0.2762509545
1349	0.276204296
1350	0.2761848109
1351	0.2761443704
1352	0.2760975114
1353	0.2760508145
1354	0.2760318075
1355	0.2759832608
1356	0.2759521986
1357	0.2758909733
1358	0.2758661213
1359	0.275832392
1360	0.2757850204
1361	0.2757519483
1362	0.2757414275
1363	0.2757174554
1364	0.2756821391
1365	0.2756331684
1366	0.2755884024
1367	0.2755413512
1368	0.2755209999
1369	0.2754869208
1370	0.2754686622
1371	0.2754313616
1372	0.2753941929
1373	0.2753540703
1374	0.2753069772
1375	0.2752769814
1376	0.2752392674
1377	0.2751873168
1378	0.2751587132
1379	0.2751200019
1380	0.275072961
1381	0.2750322399
1382	0.2749759028
1383	0.2749360495
1384	0.2749022609
1385	0.2748765464
1386	0.2748304698
1387	0.2747457536
1388	0.2747351558
1389	0.2747205224
1390	0.2746957305
1391	0.2746447099
1392	0.2746050406
1393	0.2745540597
1394	0.2744893418
1395	0.2744666881
1396	0.2744118768
1397	0.2743696313
1398	0.2743313514
1399	0.2742913138
1400	0.2742597178
1401	0.2742088658
1402	0.2741560181
1403	0.2741088706
1404	0.27405287
1405	0.2740077039
1406	0.2739711836
1407	0.2739232236
1408	0.273894298
1409	0.2738330346
1410	0.2737802728
1411	0.2737573311
1412	0.2737280158
1413	0.2737012873
1414	0.2736266882
1415	0.2735744204
1416	0.2735236465
1417	0.2735105185
1418	0.2734928803
1419	0.2734396597
1420	0.2733830414
1421	0.2733604298
1422	0.2733430824
1423	0.2733067129
1424	0.2732718217
1425	0.2732516188
1426	0.2732129275
1427	0.2731881276
1428	0.2731548754
1429	0.2731184268
1430	0.2730379672
1431	0.2730204472
1432	0.2729884144
1433	0.2729377856
1434	0.2728763023
1435	0.2728315322
1436	0.272795646
1437	0.2727790161
1438	0.272730866
1439	0.2727107698
1440	0.2726971709
1441	0.2726212675
1442	0.2725333115
1443	0.2724688506
1444	0.2724232093
1445	0.2723946701
1446	0.2723592959
1447	0.2723185981
1448	0.2723026513
1449	0.2722756974
1450	0.2722324701
1451	0.2722119678
1452	0.272188584
1453	0.2721523265
1454	0.2721217524
1455	0.2720873754
1456	0.2720636787
1457	0.2719928923
1458	0.2719334261
1459	0.2718886223
1460	0.2718686366
1461	0.2718311527
1462	0.2717836802
1463	0.2717532018
1464	0.2717184755
1465	0.2716484658
1466	0.271621373
1467	0.2715603878
1468	0.2715057364
1469	0.2714671646
1470	0.2714458174
1471	0.2713850101
1472	0.2713170208
1473	0.271287173
1474	0.2712165204
1475	0.2711786742
1476	0.2711513377
1477	0.2711308746
1478	0.271076751
1479	0.2710260728
1480	0.2709826765
1481	0.2709071199
1482	0.2708644421
1483	0.270801166
1484	0.2707628661
1485	0.270662828
1486	0.2706082882
1487	0.2705828109
1488	0.2705242127
1489	0.2705152744
1490	0.2705017415
1491	0.2704841348
1492	0.2704578082
1493	0.2704414165
1494	0.2704226865
1495	0.2703569934
1496	0.2703171032
1497	0.2702514465
1498	0.2702259714
1499	0.2701947842
1500	0.2701565836
1501	0.2701151346
1502	0.2700438558
1503	0.2700239324
1504	0.2700028717
1505	0.2699433263
1506	0.2699133077
1507	0.2698690252
1508	0.2698524701
1509	0.2698072371
1510	0.2697637466
1511	0.2697440617
1512	0.2697179825
1513	0.2696798734
