iter	Passed	Remaining
161	94133	370724
162	94637	369841
163	95096	368788
164	95737	368446
165	96253	367617
166	96842	367072
167	97475	366693
168	97996	365891
169	98496	365016
170	98931	363905
171	99379	362851
172	99997	362418
173	100513	361617
174	101077	360989
175	101541	360010
176	102067	359255
177	102589	358485
178	103121	357758
179	103625	356933
180	104098	356005
181	104528	354937
182	105001	354021
183	105509	353228
184	106065	352594
185	106598	351890
186	107063	350963
187	107656	350454
188	108225	349871
189	108698	348980
190	109234	348293
191	109731	347481
192	110238	346707
193	110612	345522
194	111049	344538
195	111532	343703
196	112023	342894
197	112529	342134
198	113042	341401
199	113550	340651
200	113995	339717
201	114403	338680
202	114979	338142
203	115538	337553
204	116019	336739
205	116567	336121
206	117096	335451
207	117712	335026
208	118165	334142
209	118600	333210
210	119075	332396
211	119562	331616
212	120154	331129
213	120546	330093
214	121005	329248
215	121409	328256
216	121855	327382
217	122335	326601
218	122864	325956
219	123393	325310
220	123988	324838
221	124528	324223
222	125029	323508
223	125563	322878
224	126257	322659
225	126704	321806
226	127140	320931
227	127583	320076
228	128089	319384
229	128532	318536
230	129069	317925
231	129573	317230
232	130143	316700
233	130623	315951
234	131199	315435
235	131635	314586
236	132127	313872
237	132642	313214
238	133227	312722
239	133649	311847
240	133774	310289
241	134211	309462
242	134678	308708
243	135181	308035
244	135734	307480
245	136182	306686
246	136929	306567
247	137518	306088
248	138073	305535
249	138788	305334
250	139488	305095
251	140316	305133
252	141283	305462
253	142021	305290
254	142487	304531
255	143012	303901
256	143486	303163
257	143937	302380
258	144615	302073
259	145075	301310
260	145677	300844
261	146225	300264
262	146732	299602
263	147257	298976
264	147758	298304
265	148342	297799
266	148879	297201
267	149366	296503
268	149913	295926
269	150551	295526
270	151167	295083
271	151696	294470
272	152205	293817
273	152709	293157
274	153157	292391
275	153585	291590
276	154184	291112
277	154713	290504
278	155339	290078
279	155820	289381
280	156391	288851
281	156910	288226
282	157350	287456
283	157875	286843
284	158450	286322
285	158927	285625
286	159463	285033
287	159997	284440
288	160704	284152
289	161267	283608
290	161759	282940
291	162346	282438
292	162937	281943
293	163480	281364
294	164039	280813
295	164588	280244
296	165052	279533
297	165638	279028
298	166187	278461
299	166726	277877
300	167250	277269
301	167755	276630
302	168276	276017
303	168846	275486
304	169327	274810
305	169890	274267
306	170484	273775
307	170929	273042
308	171443	272423
309	171927	271756
310	172430	271120
311	172975	270551
312	173456	269882
313	173969	269264
314	174321	268400
315	174850	267809
316	175385	267227
317	175886	266595
318	176449	266056
319	176908	265363
320	177436	264773
321	177918	264115
322	178515	263628
323	179050	263049
324	179524	262381
325	180002	261721
326	180484	261068
327	180998	260461
328	181531	259881
329	181985	259191
330	182531	258631
331	183056	258044
332	183601	257483
333	184085	256837
334	184586	256216
335	185153	255688
336	185651	255064
337	186399	254783
338	187023	254329
339	187524	253709
340	188019	253082
341	188472	252398
342	189097	251945
343	189594	251322
344	190140	250765
345	190683	250203
346	191201	249608
347	191740	249042
348	192345	248560
349	192926	248048
350	193476	247496
351	193987	246893
352	194467	246251
353	194936	245597
354	195434	244981
355	195946	244382
356	196510	243849
357	197073	243314
358	197653	242800
359	198197	242241
360	198681	241609
361	199256	241088
362	199714	240427
363	200281	239897
364	200792	239301
365	201239	238628
366	201755	238037
367	202377	237573
368	202976	237081
369	203413	236399
370	203895	235771
371	204365	235130
372	204821	234473
373	205331	233880
374	205822	233265
375	206416	232767
376	207057	232321
377	207612	231778
378	208148	231214
379	208696	230665
380	209141	230000
381	210878	230751
382	212439	231298
383	213407	231190
384	214374	231079
385	215401	231026
386	216218	230744
387	216790	230200
388	220356	232819
389	222363	233766
390	224562	234900
391	225665	234876
392	226900	234983
393	227633	234566
394	228286	234066
395	228883	233507
396	229523	232992
397	230223	232537
398	230824	231981
399	231564	231564
400	232323	231164
401	232883	230566
402	233340	229866
403	233928	229295
404	234621	228828
405	235269	228315
406	235853	227740
407	236458	227185
408	237017	226586
409	237679	226085
410	238248	225495
411	239022	225098
412	239646	224560
413	240366	224110
414	241028	223604
415	241685	223093
416	242439	222672
417	243150	222209
418	243854	221738
419	244515	221228
420	245473	220984
421	246264	220587
422	246959	220103
423	247564	219538
424	248052	218870
425	248761	218396
426	249519	217964
427	250099	217375
428	250857	216941
429	251550	216450
430	252116	215849
431	252721	215281
432	253269	214664
433	253799	214033
434	254439	213495
435	255118	212988
436	255740	212434
437	256298	211826
438	256862	211223
439	257427	210622
440	258075	210088
441	258708	209541
442	259322	208979
443	259923	208406
444	260614	207906
445	261142	207274
446	261695	206663
447	262345	206128
448	262944	205553
449	263639	205053
450	264194	204442
451	264813	203883
452	265293	203215
453	265987	202712
454	266601	202148
455	267229	201594
456	268127	201242
457	268916	200806
458	269737	200393
459	270427	199881
460	271280	199488
461	271941	198953
462	272497	198340
463	273118	197775
464	273710	197189
465	274256	196570
466	274841	195979
467	275408	195375
468	276021	194804
469	276607	194213
470	277288	193689
471	277960	193159
472	278583	192593
473	279124	191971
474	279864	191486
475	280552	190964
476	281318	190494
477	281954	189936
478	282647	189415
479	283282	188855
480	284022	188364
481	284757	187869
482	285342	187274
483	286057	186764
484	286655	186178
485	287231	185577
486	287889	185029
487	288500	184451
488	289161	183904
489	289792	183338
490	290278	182680
491	290848	182075
492	291657	181620
493	292305	181063
494	292871	180455
495	293456	179860
496	294044	179266
497	294653	178685
498	295307	178131
499	295821	177492
500	296485	176944
501	297077	176352
502	297626	175735
503	298272	175175
504	298896	174602
505	299535	174038
506	300312	173553
507	300896	172956
508	301578	172415
509	302139	171804
510	302731	171211
511	303368	170644
512	303855	169993
513	304451	169402
514	305119	168852
515	305700	168253
516	306525	167788
517	307242	167263
518	307995	166756
519	308623	166182
520	309215	165587
521	309741	164958
522	310332	164363
523	310953	163784
524	311643	163241
525	312221	162640
526	312889	162085
527	313449	161473
528	314014	160865
529	314583	160259
530	315242	159699
531	315813	159093
532	316381	158487
533	316948	157880
534	317479	157256
535	318022	156637
536	318686	156079
537	319252	155472
538	319834	154873
539	320408	154270
540	320945	153650
541	321478	153028
542	322168	152481
543	322775	151894
544	323322	151279
545	324226	150830
546	324886	150267
547	325555	149707
548	326469	149260
549	327350	148795
550	328077	148260
551	329036	147827
552	329622	147227
553	330343	146686
554	330914	146079
555	331423	145444
556	332058	144865
557	332721	144298
558	333318	143702
559	333874	143089
560	334445	142482
561	335053	141890
562	335622	141283
563	336210	140683
564	336845	140103
565	337385	139484
566	338069	138924
567	338670	138330
568	339308	137750
569	339931	137165
570	340457	136540
571	341108	135966
572	341759	135391
573	342484	134846
574	343172	134285
575	343805	133702
576	344338	133080
577	344926	132480
578	345453	131857
579	345992	131238
580	346490	130604
581	347054	129996
582	347736	129432
583	348489	128893
584	348981	128258
585	349584	127664
586	350254	127094
587	350806	126481
588	351874	126053
589	353170	125704
590	354667	125423
591	356023	125089
592	357151	124671
593	357926	124129
594	358904	123656
595	360334	123335
596	361319	122860
597	362870	122574
598	365222	122553
599	366075	122025
600	366988	121515
601	368493	121198
602	369308	120653
603	370051	120083
604	370773	119505
605	371433	118907
606	372134	118322
607	372817	117731
608	373428	117118
609	374116	116527
610	374705	115907
611	375331	115297
612	375990	114698
613	376589	114080
614	377318	113502
615	377950	112894
616	378691	112318
617	379297	111702
618	379949	111099
619	380610	110499
620	381164	109868
621	381736	109242
622	382368	108634
623	382983	108021
624	383755	107451
625	384421	106851
626	385195	106282
627	385836	105675
628	386373	105039
629	386954	104416
630	387500	103783
631	388022	103145
632	388624	102528
633	389433	101965
634	390264	101407
635	390910	100800
636	391425	100160
637	391915	99514
638	392523	98898
639	393157	98289
640	393728	97664
641	394245	97026
642	394877	96416
643	395392	95778
644	395996	95161
645	396695	94568
646	397386	93972
647	398123	93387
648	398785	92783
649	399472	92185
650	400193	91595
651	400914	91005
652	401593	90404
653	402446	89842
654	403058	89226
655	403888	88658
656	404560	88055
657	405159	87435
658	405703	86804
659	406255	86175
660	406857	85557
661	407444	84935
662	407983	84304
663	408637	83696
664	409235	83077
665	410006	82493
666	410595	81872
667	411209	81256
668	411864	80649
669	412535	80044
670	413174	79432
671	413871	78832
672	414450	78209
673	415129	77605
674	415776	76995
675	416433	76387
676	416958	75754
677	417563	75136
678	418169	74519
679	419440	74018
680	420092	73408
681	420638	72779
682	421229	72157
683	421856	71542
684	422508	70932
685	423112	70313
686	423714	69693
687	424343	69079
688	425019	68471
689	425689	67863
690	426371	67256
691	427136	66662
692	427767	66047
693	428349	65425
694	428981	64810
695	429642	64199
696	430244	63579
697	430855	62961
698	431562	62357
699	432237	61748
700	432854	61130
701	433480	60514
702	434193	59909
703	434862	59299
704	435523	58687
705	436205	58078
706	436800	57457
707	437503	56850
708	438112	56231
709	438730	55613
710	439307	54990
711	439965	54377
712	440555	53756
713	441220	53144
714	441808	52522
715	442433	51905
716	443098	51293
717	443764	50680
718	444424	50067
719	445117	49457
720	445714	48836
721	446372	48223
722	447144	47621
723	447775	47004
724	448504	46396
725	449169	45783
726	449820	45167
727	450496	44554
728	451175	43941
729	451779	43321
730	452450	42707
731	453129	42094
732	453786	41478
733	454369	40856
734	455202	40256
735	455843	39638
736	456495	39021
737	457219	38411
738	457908	37797
739	458480	37174
740	459208	36563
741	459862	35946
742	460507	35328
743	461161	34711
744	461765	34090
745	462518	33479
746	463241	32867
747	463853	32246
748	464423	31622
749	465205	31013
750	466212	30418
751	466749	29792
752	467391	29173
753	468015	28552
754	468605	27930
755	469307	27314
756	469949	26694
757	470540	26072
758	471273	25457
759	471997	24841
760	472710	24225
761	473363	23606
762	474051	22988
763	474725	22369
764	475342	21747
765	475876	21122
766	476470	20500
767	477135	19880
768	477724	19258
769	478377	18638
770	478937	18014
771	479534	17392
772	480902	16797
773	482322	16202
774	483388	15593
775	484272	14977
776	485789	14379
777	487195	13776
778	487764	13148
779	488408	12523
780	488991	11896
781	489633	11270
782	490290	10644
783	490949	10019
784	491534	9392
785	492163	8766
786	492830	8140
787	493458	7514
788	494088	6888
789	494720	6262
790	495366	5636
791	495990	5010
792	496615	4383
793	497258	3757
794	497857	3131
795	498448	2504
796	498999	1878
797	499528	1251
798	500092	625
799	500664	0
