iter	PRAUC	Logloss
411	0.8207320082	0.5296085598
412	0.820771691	0.5295463605
413	0.8208477762	0.529448606
414	0.8208804427	0.5294049866
415	0.8209744061	0.5292981157
416	0.8210069166	0.5292562188
417	0.8210373767	0.5292286586
418	0.8210714941	0.5291866674
419	0.8211160464	0.5291299101
420	0.821158701	0.5290794798
421	0.8211905587	0.5290349053
422	0.821227186	0.5289966262
423	0.8212445564	0.5289771529
424	0.8212799777	0.5289225543
425	0.8213172532	0.5288502359
426	0.8213610211	0.5287879996
427	0.8214202598	0.5287179185
428	0.8214789619	0.528653608
429	0.8215015707	0.5286182338
430	0.821538472	0.5285703565
431	0.8215668299	0.5285285377
432	0.8216250025	0.5284572722
433	0.8216634651	0.5284029508
434	0.8216896708	0.5283577499
435	0.8217072503	0.5283324259
436	0.8217574073	0.5282763539
437	0.8218000656	0.5282115806
438	0.8218279836	0.5281750788
439	0.8218581128	0.5281268001
440	0.8218913956	0.5280833647
441	0.8219307895	0.5280451632
442	0.8219550531	0.5280141979
443	0.821963783	0.5280049732
444	0.8219952344	0.5279631669
445	0.8220092612	0.5279414881
446	0.8220432314	0.5279064776
447	0.8220659156	0.5278768347
448	0.8221015183	0.5278346395
449	0.8221295417	0.5278019147
450	0.8221518013	0.5277668435
451	0.8221813893	0.5277393027
452	0.8221961891	0.5277242264
453	0.8222229824	0.5277017935
454	0.8222576105	0.5276649412
455	0.8222976421	0.5275955761
456	0.8223286295	0.5275479887
457	0.8224115508	0.5274697309
458	0.8224483335	0.5274154635
459	0.8224831026	0.5273706463
460	0.8225040864	0.5273392544
461	0.8225189498	0.527320382
462	0.8225347653	0.5273019968
463	0.822571476	0.5272654442
464	0.8225918642	0.5272329435
465	0.8226144957	0.5272060268
466	0.8226636469	0.5271405756
467	0.8227365864	0.5270707047
468	0.8227584128	0.5270510777
469	0.8227826947	0.5270072153
470	0.8228050253	0.5269780414
471	0.8228261513	0.5269242496
472	0.8228458505	0.5269007579
473	0.8228954588	0.5268497409
474	0.8229177421	0.5268057098
475	0.822933958	0.5267899024
476	0.8229604285	0.526751135
477	0.8230032136	0.5267101927
478	0.823022061	0.5266878601
479	0.823079033	0.5266126664
480	0.8231131048	0.5265760702
481	0.8231433207	0.5265463352
482	0.8231691676	0.5265205368
483	0.823194059	0.5264861247
484	0.8232620539	0.5264288179
485	0.823277912	0.5264114245
486	0.8233051226	0.526382229
487	0.8233414246	0.526336396
488	0.8233643615	0.5263082357
489	0.8233846006	0.5262850157
490	0.823407347	0.5262615945
491	0.8234353195	0.5262294246
492	0.8234664969	0.5261956455
493	0.8234771717	0.5261793912
494	0.8235048496	0.5261452451
495	0.8235260702	0.5261052475
496	0.8235438518	0.5260760012
497	0.8235814671	0.526030827
498	0.8236054894	0.5259957655
499	0.8236357621	0.5259628441
500	0.8236622326	0.5259283412
501	0.8237000068	0.5258863294
502	0.8237257173	0.5258482038
503	0.8237457369	0.5258229656
504	0.8238091797	0.5257584808
505	0.8238345514	0.5257227722
506	0.8238761006	0.5256638835
507	0.8239153954	0.5256154394
508	0.8239583152	0.5255628874
509	0.8240097678	0.5254957116
510	0.8240248966	0.5254620368
511	0.824048335	0.5254300348
512	0.8240694538	0.5254055127
513	0.8240750309	0.5253941378
514	0.824098508	0.5253620591
515	0.8241298461	0.5253001528
516	0.8241868273	0.5252358723
517	0.8242385381	0.5251696559
518	0.8242750852	0.5251173259
519	0.8242870529	0.525100207
520	0.8243146869	0.5250732433
521	0.8243528678	0.5250273706
522	0.8243746076	0.5250000391
523	0.824404916	0.5249537376
524	0.8244563218	0.5248941145
525	0.8244871705	0.5248588862
526	0.8245237661	0.5248240491
527	0.8245361423	0.5248076442
528	0.824588643	0.5247461631
529	0.8246292107	0.5246999163
530	0.8246665868	0.5246482056
531	0.8246850159	0.524628107
532	0.8247274477	0.5245689363
533	0.8247407962	0.5245455232
534	0.8247728511	0.5245067761
535	0.8247955198	0.5244803771
536	0.8248446164	0.5244094466
537	0.824864698	0.5243792544
538	0.8249007323	0.5243361648
539	0.8249355127	0.524294669
540	0.8249534	0.5242589412
541	0.8249740732	0.5242245539
542	0.8250273274	0.5241545342
543	0.8250636264	0.5241053484
544	0.8250829361	0.5240758195
545	0.8250904651	0.5240632536
546	0.8251008712	0.5240502888
547	0.8251289783	0.5240154298
548	0.8251679078	0.5239645839
549	0.8252097259	0.5239199242
550	0.825228904	0.5238905626
551	0.825254592	0.5238610646
552	0.8252850992	0.5238271025
553	0.8253013261	0.5238072143
554	0.8253326112	0.5237682227
555	0.8253704007	0.5237142533
556	0.8254269701	0.5236300301
557	0.825472812	0.5235810317
558	0.8254887427	0.5235624305
559	0.8255299764	0.5234998724
560	0.8255505603	0.5234767806
561	0.8255712786	0.5234544589
562	0.825586693	0.5234309593
563	0.8256274016	0.5233722541
564	0.8256559787	0.5233357414
565	0.8256853375	0.5233049357
566	0.8257468692	0.5232242111
567	0.8257807539	0.5231771349
568	0.8258146329	0.5231320427
569	0.8258507174	0.523094492
570	0.8258884057	0.5230622133
571	0.8259061197	0.5230428598
572	0.8259513492	0.5229800682
573	0.8260048239	0.5229180832
574	0.8260571624	0.5228501224
575	0.8260886078	0.5228196746
576	0.826101974	0.5228077895
577	0.8261482988	0.5227463485
578	0.8261925596	0.5226905883
579	0.8262031902	0.5226709539
580	0.8262160009	0.5226596949
581	0.8262365843	0.5226408782
582	0.8262809116	0.52258369
583	0.8263005142	0.5225605457
584	0.8263247328	0.5225183248
585	0.8263398704	0.5224886859
586	0.8263845437	0.5224300813
587	0.8264257928	0.5223782515
588	0.826448066	0.5223471785
589	0.8264693291	0.5223186253
590	0.8264894184	0.5222943469
591	0.8265071838	0.5222679278
592	0.8265462568	0.5222075387
593	0.8266039925	0.5221452482
594	0.8266491433	0.5220808862
595	0.8266947987	0.5220122099
596	0.8267091369	0.5219801965
597	0.8267566914	0.5219223011
598	0.8268038022	0.5218636409
599	0.8268266849	0.5218323434
600	0.8268629222	0.5217829199
601	0.8268694232	0.521756962
602	0.8269026153	0.5217081602
603	0.8269335473	0.5216586462
604	0.8269532276	0.5216283549
605	0.8269713324	0.5216055849
606	0.8269936191	0.5215717292
607	0.8270260793	0.5215387253
608	0.8270473526	0.5215102067
609	0.8270860212	0.5214503784
610	0.8271303373	0.5213936412
611	0.8271464468	0.5213725092
612	0.8271925976	0.5213104782
613	0.8272146522	0.5212795124
614	0.8272403634	0.5212485131
615	0.8272569854	0.5212293281
616	0.8272817207	0.5211955735
617	0.8273344015	0.5211361847
618	0.8273718025	0.5210970977
619	0.8273941717	0.5210604447
620	0.8274143093	0.5210366903
621	0.8274378178	0.5210099823
622	0.8274638185	0.5209721611
623	0.8274978995	0.5209291654
624	0.82751335	0.520906814
625	0.8275372293	0.5208668819
626	0.8276268165	0.5207615589
627	0.8276427187	0.5207339533
628	0.8276895535	0.520678059
629	0.8277160334	0.5206458626
630	0.8277394256	0.5206120167
631	0.8277546595	0.5205893974
632	0.8277846829	0.5205421158
633	0.8278084392	0.5205044306
634	0.8278316708	0.5204725845
635	0.8278691557	0.5204290182
636	0.8278994421	0.52038197
637	0.8279281301	0.5203488584
638	0.8279392826	0.5203331527
639	0.8279699718	0.5202974356
640	0.8279906064	0.5202767371
641	0.8280031906	0.5202547537
642	0.8280159669	0.5202337963
643	0.8280389584	0.520208884
644	0.8280849359	0.5201505006
645	0.8281023058	0.5201226446
646	0.8281192216	0.5200864094
647	0.8281662437	0.5200249563
648	0.8282026876	0.5199865324
649	0.8282478604	0.5199021542
650	0.8282785855	0.5198676217
651	0.8283230951	0.5198119126
652	0.8283423057	0.5197797137
653	0.8283902047	0.5197171082
654	0.828411304	0.5196963071
655	0.828441971	0.5196642559
656	0.8284762685	0.5196263024
657	0.828514131	0.5195810884
658	0.828524589	0.5195666964
659	0.8285930998	0.5194811745
660	0.8286211034	0.5194356188
661	0.8286569698	0.5194027248
662	0.8286904028	0.519361048
663	0.8287037288	0.5193421304
664	0.8287328079	0.5193097308
665	0.8287795255	0.5192713667
666	0.8288236899	0.5192165483
667	0.8288531447	0.5191774336
668	0.8288720632	0.5191427579
669	0.8288936866	0.5191162863
670	0.8289067524	0.5190916359
671	0.8289357176	0.5190570506
672	0.8289444527	0.5190443168
673	0.8289599073	0.5190246405
674	0.8289906878	0.5189806249
675	0.8290089765	0.5189520058
676	0.8290469887	0.5189129438
677	0.8290752347	0.5188515276
678	0.8290890669	0.5188321002
679	0.8291179947	0.5187972643
680	0.8291465925	0.5187651682
681	0.829158038	0.5187339174
682	0.8291869897	0.5186948198
683	0.8292291081	0.5186463628
684	0.8292564721	0.518610696
685	0.8292869138	0.5185600993
686	0.8293223377	0.5185159257
687	0.8293451101	0.5184947164
688	0.8293817119	0.5184282313
689	0.8294227765	0.5183898145
690	0.8294441532	0.5183611314
691	0.8294665076	0.5183286362
692	0.8295011896	0.5182782169
693	0.8295183071	0.5182555985
694	0.8295453059	0.5182080095
695	0.8295709587	0.5181699197
696	0.8295872586	0.5181496841
697	0.8296111754	0.5181146195
698	0.8296279196	0.5180898583
699	0.8296502008	0.5180651155
700	0.8296811839	0.5180156739
701	0.8296908025	0.5180048022
702	0.8297071477	0.5179773882
703	0.8297351272	0.5179437734
704	0.8297607376	0.51791258
705	0.8297807585	0.5178841349
706	0.8298240743	0.5178256245
707	0.829837843	0.5178070282
708	0.8298611422	0.5177741299
709	0.8299055869	0.5177152738
710	0.8299506835	0.5176653513
711	0.8299507836	0.5176381504
712	0.8299716441	0.5175990548
713	0.830003357	0.5175634015
714	0.8300295823	0.5175349582
715	0.8300549468	0.5175052069
716	0.8300902275	0.5174632278
717	0.8301239829	0.5174304961
718	0.8301444316	0.5174077328
719	0.8301801133	0.5173519296
720	0.8302094189	0.5173163413
721	0.830238379	0.5172778835
722	0.8302588911	0.5172507222
723	0.8303324492	0.5171375739
724	0.8303452092	0.5171177881
725	0.8303718733	0.5170863124
726	0.8304015266	0.5170358172
727	0.8304261661	0.5169973533
728	0.8304405729	0.5169783055
729	0.8304579754	0.5169584723
730	0.8304803504	0.5169347076
731	0.830505325	0.5169045154
732	0.8305319586	0.5168644662
733	0.8305751633	0.5168094671
734	0.8306211321	0.5167648935
735	0.8306496328	0.516723305
736	0.830665612	0.5167045875
737	0.8307128958	0.5166370974
738	0.8307219684	0.5166280992
739	0.8307427764	0.5166074318
740	0.8308005505	0.5165350966
741	0.8308318265	0.5164952726
742	0.830860047	0.5164668783
743	0.8309050141	0.5164120942
744	0.8309327733	0.5163698436
745	0.8309763836	0.5163131363
746	0.8310005764	0.5162841917
747	0.8310299722	0.5162562275
748	0.8310597444	0.5162194486
749	0.8310849753	0.5161898224
750	0.8310965144	0.5161743961
751	0.8311043289	0.5161507253
752	0.8311292285	0.5161250754
753	0.831159269	0.5160868716
754	0.8312101221	0.5160099478
755	0.8312421051	0.5159705605
756	0.8312732747	0.5159288828
757	0.8313244723	0.5158788574
758	0.8313672509	0.5158200106
759	0.8313882699	0.5157774283
760	0.8314174749	0.5157395255
761	0.8314699367	0.5156836092
762	0.8315060592	0.5156427165
763	0.8315235781	0.5156226124
764	0.8315295919	0.5156089712
765	0.831552516	0.515580302
766	0.8315745316	0.5155524811
767	0.831609275	0.5155016092
768	0.8316385491	0.5154696134
769	0.8316683959	0.5154413797
770	0.8316951296	0.5154018799
771	0.8317192864	0.5153704819
772	0.8317466661	0.5153442202
773	0.8317735952	0.5153077225
774	0.8317921669	0.5152804423
775	0.8318201349	0.515240164
776	0.8318594022	0.5151948703
777	0.831909452	0.5151368652
778	0.8319334897	0.5151032694
779	0.8319502589	0.5150809039
780	0.831976492	0.5150427295
781	0.8320089435	0.5150007602
782	0.8320318582	0.5149718067
783	0.8320688951	0.5149063785
784	0.8320967888	0.5148719891
785	0.8321442107	0.5148138651
786	0.8321581036	0.5147869295
787	0.8322027975	0.5147477979
788	0.8322192984	0.5147094838
789	0.8322268791	0.514687933
790	0.8322458515	0.514656287
791	0.832277208	0.5146207186
792	0.8323123777	0.5145729229
793	0.8323536626	0.5145212599
794	0.8323793758	0.5144768272
795	0.8324166894	0.5144324147
796	0.8324387964	0.5143956143
797	0.8324857185	0.5143543808
798	0.832509158	0.5143328089
799	0.832517499	0.5143185376
